,id,timestamp,referrer,campaign_name
122,3215099,1546420666,Facebook,display2
123,3215099,1513037564,Twitter,display3
124,3215099,1535565256,Twitter,display1
125,47068932,1566144574,Facebook,display1
126,69989325,1514120166,Twitter,display2
127,69989325,1533551065,Twitter,display1
128,69989325,1544675387,Google,display1
129,69989325,1536152200,Google,display1
130,72004328,1514645526,Google,display3
131,72004328,1556476446,Twitter,display3
132,72004328,1532953984,Google,display1
133,72004328,1542110846,Facebook,display1
134,27239373,1516589794,Twitter,display1
135,10174364,1557099258,Twitter,display1
136,10174364,1513537367,Google,display3
137,10174364,1559402942,Google,display3
138,10174364,1528344660,Google,display1
139,10174364,1545017474,Facebook,display3
140,73582701,1558795881,Twitter,display1
141,73582701,1534872368,Facebook,display2
142,7711761,1508318944,Twitter,display3
143,7711761,1521516475,Google,display1
144,7711761,1565384121,Google,display2
145,7711761,1561657570,Facebook,display1
146,79889969,1523824584,Facebook,display1
147,79889969,1527423300,Facebook,display1
148,79889969,1509082394,Google,display3
149,79889969,1519427576,Google,display1
150,79889969,1527496028,Google,display2
151,23002733,1552341955,Twitter,display3
152,26094692,1562019664,Google,display2
153,60781513,1550971642,Facebook,display1
154,60781513,1556700332,Twitter,display3
155,65045146,1551064877,Twitter,display3
156,65045146,1562148141,Facebook,display2
157,65045146,1527216232,Google,display1
158,65045146,1534927581,Google,display1
159,65045146,1513227508,Google,display2
160,19357866,1556230505,Google,display2
161,19357866,1541439761,Twitter,display1
162,19357866,1524384819,Google,display1
163,19357866,1555612264,Facebook,display1
164,19357866,1549036065,Google,display2
165,33064092,1551356858,Twitter,display3
166,33064092,1538369146,Facebook,display3
167,36358225,1535958723,Twitter,display2
168,36358225,1537993880,Google,display2
169,36358225,1535522741,Google,display2
170,36358225,1564112721,Twitter,display1
171,36358225,1538189828,Twitter,display1
172,4859751,1550372695,Twitter,display2
173,4859751,1560336365,Google,display2
174,4859751,1515386950,Twitter,display2
175,92576886,1556940815,Facebook,display3
176,92576886,1527604972,Facebook,display2
177,92576886,1528187920,Google,display2
178,92576886,1519226327,Google,display2
179,92576886,1513995485,Facebook,display1
180,61748180,1561165738,Facebook,display1
181,48634429,1534931110,Google,display1
182,48634429,1558236725,Facebook,display1
183,48634429,1508005972,Facebook,display3
184,48634429,1532414626,Facebook,display1
185,95602912,1568102634,Twitter,display1
186,95602912,1512400615,Twitter,display1
187,95602912,1515922045,Google,display2
188,95602912,1556544513,Google,display2
189,85348023,1565192596,Facebook,display3
190,55233997,1523665325,Facebook,display1
191,96315304,1525963368,Facebook,display3
192,96315304,1565653580,Twitter,display3
193,17661920,1554587249,Google,display2
194,13841150,1537980288,Facebook,display3
195,84856091,1519163209,Facebook,display3
196,84856091,1526301328,Twitter,display1
197,9964183,1569902952,Twitter,display2
198,9964183,1542380208,Google,display3
199,9964183,1539012947,Facebook,display3
200,9964183,1563219852,Twitter,display3
201,73744246,1560742110,Google,display2
202,73744246,1565269739,Facebook,display1
203,73744246,1528048795,Twitter,display1
204,73744246,1541702604,Google,display2
205,96342007,1533105126,Facebook,display2
206,54601447,1516602593,Twitter,display2
207,54601447,1535879197,Facebook,display1
208,54601447,1523333736,Facebook,display1
209,54601447,1509699669,Facebook,display1
210,54601447,1559198174,Facebook,display1
211,92044485,1548042411,Google,display2
212,92044485,1513618406,Google,display2
213,92044485,1546154444,Twitter,display1
214,92044485,1564224191,Google,display3
215,81930068,1532662856,Google,display3
216,81930068,1520168537,Facebook,display2
217,9668112,1507623245,Facebook,display2
218,9668112,1538963171,Twitter,display3
219,9668112,1546433383,Google,display2
220,9668112,1564678270,Twitter,display1
221,14949437,1567173342,Google,display3
222,72834677,1565386234,Twitter,display1
223,72834677,1508768386,Twitter,display2
224,42075205,1526565629,Twitter,display2
225,42075205,1526555947,Twitter,display2
226,42075205,1508360239,Facebook,display2
227,7332698,1539680753,Twitter,display1
228,7332698,1538431218,Google,display2
229,7332698,1525481922,Facebook,display3
230,7332698,1521437727,Google,display3
231,7332698,1541598796,Twitter,display2
232,87042434,1568898534,Facebook,display3
233,79765845,1512221034,Google,display3
234,79765845,1517769883,Twitter,display3
235,79765845,1568670728,Twitter,display2
236,96647265,1566012203,Google,display1
237,96647265,1566113915,Twitter,display2
238,96647265,1551908687,Google,display3
239,7155756,1558067665,Google,display1
240,7155756,1559232033,Facebook,display1
241,7155756,1532365955,Facebook,display1
242,14677050,1512585778,Twitter,display1
243,14677050,1531534214,Google,display2
244,14677050,1526902117,Google,display2
245,14677050,1528354897,Facebook,display1
246,29252863,1513870299,Facebook,display3
247,29252863,1567370453,Facebook,display3
248,29252863,1529771364,Google,display2
249,40148658,1531586948,Facebook,display2
250,40148658,1554078001,Google,display1
251,40148658,1543132408,Google,display3
252,40148658,1566392084,Twitter,display2
253,40148658,1530180037,Google,display1
254,14630962,1529952483,Google,display1
255,14630962,1542512587,Facebook,display2
256,14630962,1512862923,Google,display2
257,14630962,1547192998,Twitter,display2
258,14630962,1564263199,Facebook,display3
259,36950703,1561917155,Facebook,display2
260,36950703,1549697764,Google,display2
261,79623896,1534799025,Google,display1
262,79623896,1564884426,Twitter,display1
263,79623896,1518197458,Google,display1
264,79623896,1559571243,Twitter,display1
265,79623896,1548762521,Twitter,display3
266,89875537,1515791638,Twitter,display3
267,89875537,1539192358,Facebook,display2
268,89875537,1515744866,Facebook,display1
269,27144234,1545074795,Google,display3
270,27144234,1547830041,Facebook,display3
271,27144234,1524327926,Google,display2
272,27144234,1528034411,Facebook,display1
273,27144234,1540768412,Twitter,display1
274,13513156,1540342639,Twitter,display3
275,41154501,1531801844,Facebook,display2
276,41154501,1512469322,Facebook,display2
277,41154501,1568238359,Google,display2
278,71856987,1568508365,Google,display1
279,71856987,1550656629,Google,display1
280,42136846,1525616118,Twitter,display3
281,45979790,1564177624,Facebook,display3
282,45979790,1518667683,Twitter,display2
283,45979790,1532302947,Google,display2
284,95340831,1532594587,Google,display2
285,95340831,1535717030,Facebook,display2
286,50001699,1566620758,Google,display3
287,83541063,1561424077,Google,display1
288,83541063,1560344457,Twitter,display1
289,83541063,1536664591,Twitter,display2
290,27868664,1540814067,Twitter,display1
291,27868664,1522228612,Facebook,display1
292,20963990,1525443133,Google,display3
293,20963990,1525294871,Twitter,display3
294,20963990,1507329789,Google,display3
295,35895187,1510481700,Google,display2
296,35895187,1546273811,Twitter,display3
297,35895187,1549969040,Twitter,display1
298,35895187,1538741498,Google,display1
299,18693985,1538783097,Google,display1
300,18693985,1542661115,Facebook,display3
301,18693985,1558158908,Facebook,display1
302,18693985,1512257853,Twitter,display1
303,18693985,1539081806,Facebook,display1
304,69096736,1568985021,Twitter,display1
305,69096736,1537359529,Twitter,display1
306,69096736,1539086823,Facebook,display3
307,81227617,1546700558,Google,display1
308,81227617,1561870144,Facebook,display3
309,81227617,1508251108,Twitter,display1
310,81227617,1536364460,Facebook,display1
311,81227617,1531513787,Twitter,display2
312,21749232,1558570735,Google,display3
313,21749232,1515314577,Google,display2
314,21749232,1545384594,Facebook,display3
315,21749232,1561138840,Twitter,display3
316,21749232,1524043791,Google,display2
317,74932331,1530217921,Facebook,display1
318,74932331,1535384252,Twitter,display3
319,74932331,1514617421,Google,display2
320,74932331,1511799179,Twitter,display3
321,89930824,1519497362,Twitter,display3
322,89930824,1514058524,Facebook,display2
323,46608009,1553675360,Facebook,display3
324,35446016,1555326493,Twitter,display3
325,35446016,1547786868,Twitter,display2
326,61322274,1534070817,Google,display3
327,54192123,1559890327,Twitter,display2
328,34912294,1567270279,Google,display3
329,34912294,1535718994,Google,display2
330,34912294,1550170234,Google,display3
331,34912294,1526684728,Facebook,display3
332,63141432,1550889235,Twitter,display2
333,5790767,1535393884,Twitter,display1
334,5790767,1525863844,Twitter,display2
335,98974612,1509592319,Twitter,display1
336,34219598,1560378237,Google,display1
337,34219598,1567808790,Facebook,display1
338,34219598,1553188969,Twitter,display2
339,34219598,1529058533,Google,display2
340,34219598,1542442683,Twitter,display1
341,7189459,1565105658,Google,display3
342,7189459,1511314192,Twitter,display3
343,7189459,1509973920,Twitter,display3
344,7189459,1525533193,Facebook,display2
345,7189459,1566874927,Twitter,display1
346,54921437,1542497264,Google,display1
347,73831089,1526572020,Twitter,display2
348,73831089,1526273027,Google,display1
349,73831089,1521662727,Google,display3
350,95207121,1556305400,Twitter,display1
351,95207121,1563799923,Facebook,display3
352,95207121,1546414202,Google,display2
353,95207121,1564475395,Facebook,display2
354,95207121,1538390618,Facebook,display1
355,8461362,1513986148,Twitter,display2
356,8461362,1514261214,Google,display1
357,8461362,1523500675,Facebook,display2
358,8461362,1553640442,Facebook,display3
359,79807455,1537065275,Twitter,display1
360,79807455,1509695261,Facebook,display1
361,85864632,1517180847,Google,display2
362,42251611,1551246866,Google,display3
363,43325989,1511416458,Facebook,display1
364,43325989,1559450433,Twitter,display1
365,43325989,1554861456,Twitter,display1
366,61942416,1549575648,Facebook,display1
367,61942416,1535853328,Google,display2
368,40059788,1552437975,Twitter,display3
369,40059788,1542646606,Twitter,display2
370,40059788,1521990633,Twitter,display2
371,40059788,1541551879,Facebook,display2
372,74214000,1568080717,Facebook,display3
373,7044150,1537859629,Facebook,display3
374,7044150,1549448651,Twitter,display2
375,90191352,1513113910,Facebook,display2
376,90191352,1527244693,Google,display3
377,71091866,1510290027,Google,display2
378,71091866,1513124048,Twitter,display1
379,63026588,1534791603,Twitter,display1
380,63026588,1533396321,Google,display2
381,63026588,1544282408,Google,display2
382,63026588,1526343891,Google,display2
383,63026588,1525170530,Twitter,display1
384,409008,1528478668,Facebook,display3
385,41097025,1512117370,Twitter,display1
386,41097025,1531634114,Google,display2
387,41097025,1563705088,Facebook,display1
388,41097025,1523907511,Twitter,display2
389,41097025,1564912586,Facebook,display1
390,14183160,1566701337,Google,display2
391,12725748,1564572961,Google,display1
392,57900298,1527340576,Google,display3
393,57900298,1508089571,Twitter,display2
394,57900298,1553457848,Facebook,display2
395,3408072,1538436621,Google,display1
396,3408072,1540219289,Google,display3
397,3408072,1514068431,Facebook,display3
398,3408072,1566294695,Google,display2
399,94497489,1545327437,Google,display3
400,94497489,1528700823,Twitter,display3
401,94497489,1523212139,Twitter,display2
402,54732553,1533392133,Google,display3
403,54732553,1528173564,Facebook,display3
404,43282168,1551990633,Google,display2
405,43282168,1514147427,Twitter,display1
406,43282168,1559114954,Google,display3
407,43282168,1527897163,Facebook,display1
408,43282168,1510143558,Google,display2
409,62393163,1539182448,Facebook,display2
410,62393163,1566347091,Google,display3
411,38267034,1534601489,Google,display1
412,72629171,1527054978,Facebook,display3
413,25960178,1532661063,Twitter,display3
414,25960178,1509400266,Google,display2
415,25960178,1532944435,Facebook,display1
416,33426728,1513456569,Twitter,display1
417,33426728,1538529223,Google,display3
418,33426728,1563684889,Twitter,display3
419,33426728,1554821057,Facebook,display2
420,33426728,1544149726,Facebook,display1
421,1875705,1534880020,Google,display3
422,1875705,1541253116,Facebook,display2
423,1875705,1527021382,Google,display1
424,1875705,1508600546,Facebook,display3
425,1875705,1564567269,Twitter,display2
426,76801174,1540191166,Twitter,display3
427,76801174,1519382328,Google,display1
428,76801174,1556288115,Facebook,display3
429,76801174,1529153468,Twitter,display1
430,36329904,1531556108,Google,display3
431,36329904,1535940573,Facebook,display3
432,36329904,1524820817,Twitter,display3
433,36329904,1537420906,Google,display3
434,36329904,1507542879,Facebook,display1
435,74930442,1543306346,Twitter,display3
436,74930442,1554034421,Facebook,display1
437,74930442,1536841281,Facebook,display2
438,98599625,1519583169,Twitter,display1
439,98599625,1537133349,Facebook,display2
440,98599625,1528255499,Google,display2
441,69707929,1564286038,Google,display2
442,78531090,1559093270,Facebook,display1
443,78531090,1526049602,Google,display3
444,39182958,1516365043,Google,display1
445,39182958,1511958320,Google,display3
446,39182958,1544630969,Twitter,display3
447,8428148,1521493467,Google,display1
448,38747525,1542971061,Google,display3
449,38747525,1569513489,Facebook,display2
450,38747525,1546239060,Twitter,display1
451,38747525,1552124443,Twitter,display1
452,38747525,1558109781,Facebook,display3
453,94297223,1540514254,Google,display3
454,94297223,1535328203,Facebook,display2
455,94297223,1541557437,Twitter,display2
456,94297223,1542568613,Facebook,display1
457,89557408,1534671182,Google,display3
458,7675446,1544857036,Twitter,display2
459,7675446,1527814080,Google,display2
460,7675446,1523375577,Facebook,display3
461,97655315,1551224636,Twitter,display3
462,97655315,1531168821,Facebook,display2
463,97655315,1529405525,Facebook,display3
464,97655315,1535441518,Google,display3
465,97655315,1521330902,Facebook,display3
466,8147280,1554660916,Twitter,display3
467,8147280,1542864364,Google,display1
468,8147280,1566913216,Google,display2
469,8147280,1542563493,Twitter,display2
470,8147280,1525527544,Twitter,display3
471,19445416,1548256864,Twitter,display3
472,28373213,1517985435,Google,display3
473,28373213,1545193360,Facebook,display3
474,28373213,1555856495,Google,display3
475,33433184,1547478029,Google,display3
476,33433184,1567902596,Facebook,display2
477,33433184,1524954210,Twitter,display1
478,33433184,1544708549,Google,display3
479,33433184,1537120575,Facebook,display3
480,1359535,1527843342,Google,display2
481,1359535,1514881712,Facebook,display1
482,1359535,1537693482,Google,display3
483,1359535,1523274050,Twitter,display2
484,27845923,1532876321,Twitter,display2
485,27845923,1517168787,Twitter,display3
486,27845923,1517273075,Google,display2
487,27845923,1515179847,Twitter,display1
488,42216192,1531248333,Facebook,display3
489,42216192,1535511779,Google,display2
490,42216192,1518551780,Google,display1
491,65429159,1538839048,Google,display1
492,33918660,1542987390,Facebook,display1
493,33918660,1536322324,Twitter,display2
494,27499250,1517457565,Twitter,display1
495,27499250,1564986422,Facebook,display2
496,79548693,1562271274,Facebook,display1
497,79548693,1536563872,Twitter,display3
498,79548693,1530020995,Twitter,display2
499,79548693,1525600790,Google,display1
500,13952841,1546919948,Google,display3
501,13952841,1529274608,Twitter,display3
502,38438555,1515279130,Google,display1
503,38438555,1515521183,Facebook,display2
504,55147466,1552777725,Google,display1
505,55147466,1545492215,Google,display3
506,55147466,1561643119,Twitter,display3
507,53997833,1508864979,Google,display3
508,53997833,1556215134,Twitter,display1
509,53997833,1555401653,Twitter,display2
510,53997833,1528539301,Twitter,display1
511,99591509,1539800784,Twitter,display2
512,99591509,1569532388,Facebook,display1
513,99591509,1537322233,Facebook,display1
514,99591509,1538312443,Twitter,display3
515,99591509,1508260801,Twitter,display1
516,77282310,1516930915,Google,display3
517,77282310,1527780168,Google,display3
518,77282310,1556384777,Twitter,display3
519,77282310,1536690296,Facebook,display3
520,77282310,1528710080,Twitter,display2
521,36846242,1509356462,Facebook,display2
522,36846242,1548255416,Facebook,display1
523,36846242,1544741678,Twitter,display1
524,56747216,1515623684,Facebook,display3
525,56747216,1511989947,Google,display2
526,56747216,1532326593,Twitter,display3
527,78024307,1512034335,Google,display1
528,78024307,1553980521,Twitter,display3
529,78024307,1562455924,Facebook,display2
530,78024307,1562617384,Twitter,display1
531,78024307,1549162904,Google,display2
532,61928137,1537621162,Facebook,display3
533,98259452,1554208591,Facebook,display1
534,98259452,1528555755,Twitter,display3
535,33596769,1541201393,Twitter,display3
536,33596769,1554420029,Twitter,display2
537,4478100,1546911560,Twitter,display1
538,4478100,1558204496,Facebook,display1
539,4478100,1548144746,Google,display1
540,4478100,1516385798,Facebook,display2
541,4478100,1543501760,Twitter,display2
542,87468704,1545987485,Google,display3
543,87468704,1519954874,Facebook,display3
544,20137315,1509076257,Google,display3
545,20137315,1531874879,Google,display2
546,20137315,1509993843,Twitter,display3
547,86741762,1510496293,Facebook,display2
548,86741762,1548840410,Google,display1
549,86741762,1539537830,Twitter,display3
550,86741762,1522398322,Facebook,display3
551,35331923,1550140944,Twitter,display2
552,35331923,1564409792,Facebook,display1
553,35331923,1507075264,Google,display2
554,35331923,1524348676,Google,display1
555,24585076,1511634289,Google,display1
556,24585076,1569541508,Google,display1
557,24585076,1560887517,Google,display2
558,88390631,1559495463,Twitter,display2
559,64433750,1512815424,Twitter,display2
560,66170801,1511986163,Google,display3
561,66170801,1545795932,Twitter,display1
562,66170801,1536644026,Google,display3
563,89663670,1529360887,Twitter,display2
564,89663670,1538040741,Facebook,display2
565,89663670,1522036769,Facebook,display2
566,89663670,1537323101,Twitter,display3
567,89663670,1510064808,Facebook,display1
568,6569782,1510963924,Facebook,display2
569,6569782,1553648070,Facebook,display2
570,6569782,1541985294,Facebook,display1
571,64393070,1516640797,Twitter,display3
572,64393070,1564306338,Facebook,display1
573,64393070,1543720517,Google,display3
574,64393070,1553782041,Google,display2
575,2173563,1522474480,Twitter,display2
576,2173563,1539793372,Facebook,display3
577,2173563,1540820848,Google,display1
578,2173563,1530507446,Facebook,display2
579,2173563,1520326351,Twitter,display2
580,29614867,1559292741,Twitter,display1
581,29614867,1510158743,Google,display3
582,29614867,1512218572,Google,display2
583,29614867,1569607630,Google,display1
584,29614867,1536245858,Google,display3
585,50954912,1568155177,Facebook,display2
586,32891603,1527928458,Google,display2
587,32891603,1525572366,Twitter,display3
588,32891603,1531188482,Google,display2
589,8535330,1522448608,Facebook,display1
590,8535330,1530312819,Twitter,display1
591,82026564,1541532317,Facebook,display1
592,79085421,1561627477,Google,display3
593,88367682,1569093176,Facebook,display2
594,79019504,1539782243,Facebook,display3
595,79019504,1525691650,Facebook,display1
596,79019504,1566499238,Facebook,display1
597,79019504,1521478935,Facebook,display3
598,79019504,1562499360,Facebook,display2
599,53462535,1520126144,Google,display2
600,53462535,1528148208,Twitter,display1
601,53462535,1516007727,Twitter,display1
602,53462535,1552651841,Twitter,display1
603,53462535,1511235381,Facebook,display1
604,40318966,1514159652,Google,display2
605,40318966,1541988199,Facebook,display1
606,40318966,1539401910,Twitter,display1
607,40318966,1519930174,Twitter,display3
608,10718037,1561967433,Facebook,display3
609,10718037,1557028413,Twitter,display3
610,10718037,1534583828,Google,display1
611,87189920,1512464012,Google,display3
612,87189920,1534525063,Facebook,display3
613,87189920,1549020633,Facebook,display1
614,71320674,1547195575,Google,display1
615,71320674,1546273899,Google,display1
616,71320674,1510315609,Google,display3
617,71320674,1517429066,Facebook,display3
618,71320674,1554214814,Facebook,display1
619,36106044,1569832204,Twitter,display3
620,36106044,1516775009,Google,display3
621,36106044,1567740409,Facebook,display1
622,36106044,1543631047,Twitter,display3
623,26013143,1525880034,Google,display2
624,26013143,1510841396,Google,display1
625,26013143,1535558258,Google,display2
626,26013143,1544726806,Facebook,display1
627,26013143,1554858789,Twitter,display1
628,96470044,1541685816,Google,display2
629,96470044,1556001725,Twitter,display3
630,96470044,1563686816,Facebook,display3
631,96470044,1507703458,Facebook,display3
632,96470044,1550944322,Twitter,display3
633,71322139,1554573088,Twitter,display3
634,71322139,1520941828,Facebook,display2
635,69191668,1512156996,Google,display2
636,69191668,1517180189,Facebook,display3
637,69191668,1510522404,Twitter,display3
638,85748715,1569258528,Facebook,display3
639,85748715,1515177268,Google,display2
640,85748715,1539467258,Google,display2
641,85748715,1516309339,Facebook,display1
642,85748715,1553146362,Google,display1
643,66083833,1549996573,Twitter,display2
644,66083833,1509834939,Facebook,display3
645,66083833,1554525585,Facebook,display1
646,66083833,1542485860,Facebook,display1
647,66083833,1552488648,Google,display3
648,19796457,1527092864,Twitter,display2
649,19796457,1534026006,Facebook,display2
650,19796457,1530377572,Google,display1
651,19796457,1536156496,Facebook,display3
652,77502925,1540592857,Google,display3
653,77502925,1546708622,Twitter,display3
654,77502925,1521506467,Google,display1
655,77502925,1526136989,Twitter,display2
656,23346035,1516315987,Twitter,display2
657,23346035,1515381187,Twitter,display2
658,23346035,1513655318,Facebook,display3
659,66700289,1545995712,Google,display1
660,66700289,1557006467,Google,display2
661,66700289,1549216428,Facebook,display1
662,66700289,1514057375,Facebook,display2
663,66700289,1536592175,Google,display2
664,91823326,1544802312,Google,display1
665,91823326,1541068338,Google,display1
666,91823326,1515457394,Facebook,display3
667,91823326,1536467990,Facebook,display2
668,91823326,1524459296,Facebook,display3
669,51429854,1540720660,Twitter,display3
670,51429854,1545136563,Facebook,display2
671,51429854,1529694788,Google,display1
672,20989118,1511499835,Facebook,display2
673,20989118,1517629238,Twitter,display1
674,20989118,1552569930,Twitter,display1
675,95506896,1536395034,Facebook,display2
676,95506896,1525435467,Twitter,display1
677,95506896,1532595776,Twitter,display3
678,95506896,1510652943,Google,display1
679,95506896,1568715190,Twitter,display3
680,50342290,1549074623,Google,display1
681,50342290,1552374509,Google,display2
682,50342290,1528947962,Facebook,display1
683,94792045,1520062111,Twitter,display1
684,84723929,1516728966,Twitter,display3
685,84723929,1510568610,Twitter,display2
686,84723929,1550456301,Twitter,display1
687,84723929,1566040329,Google,display1
688,74410045,1507536982,Twitter,display1
689,74410045,1567457166,Twitter,display3
690,95354116,1538850541,Facebook,display3
691,95354116,1529701473,Google,display3
692,95354116,1521388512,Facebook,display1
693,95354116,1536871872,Google,display1
694,95354116,1509004598,Twitter,display2
695,11232773,1515791678,Google,display2
696,11232773,1542344735,Facebook,display3
697,94395910,1563115856,Facebook,display3
698,94395910,1538247913,Twitter,display3
699,94395910,1540213208,Twitter,display1
700,94395910,1562628781,Google,display3
701,94395910,1520722431,Twitter,display3
702,62842960,1536184604,Facebook,display3
703,62842960,1561507986,Google,display3
704,84767806,1540028815,Twitter,display1
705,54379181,1512640953,Twitter,display2
706,54379181,1542251213,Facebook,display2
707,54379181,1533080595,Twitter,display1
708,31778339,1563797404,Twitter,display1
709,31778339,1551765865,Twitter,display3
710,31778339,1529675387,Google,display3
711,92235835,1516725953,Facebook,display3
712,92235835,1518492033,Google,display3
713,92235835,1522863069,Google,display1
714,92235835,1545110655,Twitter,display1
715,92235835,1559264487,Twitter,display3
716,29626494,1527258959,Facebook,display3
717,29626494,1555928005,Twitter,display1
718,29626494,1565621472,Twitter,display2
719,29626494,1534514540,Google,display1
720,29626494,1547231194,Google,display1
721,47706970,1546662300,Facebook,display1
722,47706970,1551855314,Twitter,display1
723,47706970,1552085375,Google,display1
724,47706970,1523187539,Twitter,display3
725,74470625,1544140793,Twitter,display3
726,74470625,1557495473,Google,display3
727,74470625,1536720810,Google,display1
728,74470625,1545288261,Twitter,display3
729,34011394,1549973274,Facebook,display1
730,34011394,1545854715,Google,display3
731,47726204,1525189385,Google,display2
732,47726204,1526162214,Twitter,display3
733,47726204,1544051205,Twitter,display1
734,25975625,1548479566,Facebook,display1
735,88009704,1520774419,Twitter,display1
736,88009704,1535073844,Google,display1
737,65263961,1540494113,Google,display2
738,65263961,1560864574,Twitter,display2
739,65263961,1537953418,Google,display1
740,2918962,1510505349,Facebook,display3
741,2918962,1521069277,Twitter,display2
742,79519108,1564262681,Facebook,display2
743,79519108,1523842578,Google,display3
744,15369123,1519553630,Twitter,display2
745,15369123,1515923157,Google,display3
746,15369123,1544867643,Facebook,display1
747,15369123,1551375581,Google,display1
748,62813332,1556873915,Google,display1
749,62813332,1542101302,Facebook,display1
750,62813332,1555756428,Facebook,display2
751,62813332,1525914359,Twitter,display3
752,51028746,1558653799,Facebook,display2
753,51028746,1518549445,Google,display3
754,51028746,1564245044,Twitter,display3
755,3585826,1558007274,Twitter,display2
756,3585826,1520217122,Twitter,display3
757,3585826,1551090466,Facebook,display3
758,65731175,1553570665,Google,display2
759,65731175,1567037427,Twitter,display2
760,65731175,1534795613,Facebook,display3
761,81878841,1538905749,Twitter,display2
762,81878841,1540752020,Twitter,display3
